25/11/2019 04:07,$SPY Would be better to have a Futures Lower overnight since they will most likely get sold into on Open. Not sure why so many Bulls dont want a nice flush/dip to Buy. Such lofty levels here a dip would be healthy &amp;needed or would you rather see a BTC like move? Thats not that far away if this keeps going like this $AMZN $AAPL $NFLX $MSFT
25/11/2019 06:08,$NFLX 314 feasible for tomorrow
25/11/2019 08:27,$NFLX  22-Nov     = pretiming analysis =     ◆ Recommended Positions     =&gt; Neutral-Bearish     ◆ Average price target within 10 days in the future     Price: 306.28  ~ 307.78   % Change: -1.35% ~ -0.87%  ◆ Search for the forecast timing chart of 10 days in the future          ◆ Today&39;s Supply-Demand(S&amp;D) strength     =&gt; Supply-Demand strength has changed from a strong buying flow to a suddenly strengthening selling flow.          ◆ Supply-Demand(S&amp;D) strength Trend     =&gt; About to begin an adjustment trend as a upward trend gradually gives way to a slowdown in rises and falling fluctuations
25/11/2019 11:39,$NFLX  Happy downgrades knew this was brought up for a big drop
25/11/2019 11:47,$NVDA $NFLX  one is going to be the best trade for today..? Long on NVDA or short on NFLX
25/11/2019 11:51,$NFLX gotta love fibs 💰💰💰 downgrade this morning ftmtw.
25/11/2019 12:03,$NFLX  more and more competition is out.  Earnings are going to see negative subscribers yet some people still think this is a buy mindblowing
25/11/2019 12:51,$NFLX $DIS   Owwwwfffffffff  Let’s go Disney 🇺🇸🚨🚀
25/11/2019 12:55,"$NFLX I will not cancel, and the company will not fail anytime soon(If ever), but this is a fat pig of a stock with the current P/E and growth prospects, whereas $DIS is a young Piglet(pun intended)"
25/11/2019 13:04,"$NFLX Downgrade. Fantasy land here at Netflix coming to an end, reality kicking in. No more of these obscene targets in the 400&39;s lol gtfo"
25/11/2019 13:07,Stocks Making The Biggest Moves PM 2: $UBER $HPQ $NFLX $GE $NVDA &amp; More 
25/11/2019 13:22,$NFLX  under 300 today
25/11/2019 13:34,$NFLX wtf everybody rallying and u just red lol
25/11/2019 14:22,"$NFLX Netflix: Wells Fargo downgrades on FCF concerns, says spending levels should remain elevated to acquire subs from competition  (310.48)  Wells Fargo&39;s Steven Cahall downgraded NFLX to Underperform from Market Perform with a $265 price target, down from $308; specifically, &quot;We&39;ve dug deep into our NFLX cash estimates and have conviction in our 2019-25E cumulative FCF forecast that&39;s $18bn below the street. If we&39;re right, it brings the cash returns of the business into debate, thus we downgraded NFLX to Underperform. We think NFLX can achieve the street&39;s sub growth expectations but those subs will be more expensive than investors realize. Thus far, SAC including content costs has not demonstrated meaningful cash operating leverage with NFLX still losing around $2/sub/mo (cash) despite &gt;158mm subs. New streaming competition also likely keeps content and marketing spend elevated, and potentially circumscribes ARPU growth.&quot;"
25/11/2019 14:39,"$NFLX Wells Fargo downgrades Netflix: &39;If content is king, then cash is queen&39; "
25/11/2019 14:51,$NFLX
25/11/2019 14:55,$ROKU &quot; $NFLX and/or $DIS acquires Roku or other distribution.  Roku and Hulu will not remain independent&quot; Love Prof Galloway and his predictions. Not always right though. 
25/11/2019 15:05,$NFLX  whoever is trying to hold this afloat is going to lose big here
25/11/2019 15:08,$SPY Ugh missed the bounce in $NFLX :(((((
25/11/2019 15:46,$NFLX  bull trap set now the free fall
25/11/2019 15:53,$NFLX Overpriced✅. Downgrade ✅. Spending on the rise✅. Losing great content✅. Several other streaming options✅. . . .Stock price up✅
25/11/2019 16:16,$NFLX good dip this morning - don’t listen to questionable downgrades
25/11/2019 16:24,$NFLX calls up 50% since this morning! Nice test of recent trend line. Market isn’t allowing breakdowns
25/11/2019 16:33,$NFLX good luck killing Netflix! 
25/11/2019 16:42,$SPY You want to see a V??? Check out $NFLX lmao
25/11/2019 16:53,$NFLX 314 next
25/11/2019 17:53,This seems significant $DIS $NFLX   
25/11/2019 18:09,$NFLX  Lol the rug pull could happen quick
25/11/2019 18:27,$nflx going another round next hour.
25/11/2019 18:28,$NFLX Great that it pushed through it’s 200 day EMA
25/11/2019 18:42,"$NFLX monthly with a false breakdown as it quickly gets back above its monthly uptrend line, would love to see this regain and close above its 10 and 20 month EMA&39;s."
25/11/2019 18:43,"$NFLX $ROKU $DIS  Disney has been a shot in the arm for the streaming sector but it is low on content at the moment, so it won&39;t hurt the competition much...in fact as I say, it&39;s a boost."
25/11/2019 19:45,$NFLX showing $DIS how its done
25/11/2019 20:06,$NFLX
25/11/2019 20:11,$NFLX  this is starting to be the short of the century here.
25/11/2019 20:34,$NFLX weird under average volume by 1 mil today 🤷🏻‍♂️. Up about 10 from low?
25/11/2019 20:43,$NFLX  This here is an example of how crooked wall street is lol
25/11/2019 20:45,$NFLX  Huge debt subscriber misses don&39;t see a profit until 2022 so load up here
25/11/2019 21:20,$NFLX that was a FUD downgrade today. $265 😂 sounds desperate of a bank missing out on buying at that price.
25/11/2019 21:28,$NFLX absolutely insane
25/11/2019 21:48,$NFLX CHOO CHOO
25/11/2019 22:50,$nflx long avg 301 selling dec 6 340calls to hedge and maybe even exit
25/11/2019 22:57,$DIS I am having so much trouble finding anything worth watching on $NFLX
25/11/2019 23:17,$NFLX Twentieth Century Fox is poised to win a court ruling that blocks Netflix from trying to recruit executives by inducing them to violate their employment contracts
25/11/2019 23:20,$NFLX Hmm 🧐
25/11/2019 23:25,$NFLX needs to take a breath
26/11/2019 00:39,Dow Jumps 190 points on news of Trade Progress. Streaming Stocks Rally with $DIS $NFLX and Biotechs hot with $LABU  Live 
26/11/2019 01:42,$NFLX gonna finish this year strong 💪
26/11/2019 02:42,$NFLX two points from 318 target - further analysis to follow once target reached
26/11/2019 03:14,$NFLX P/E 100? 😐
26/11/2019 04:07,Tuesday’s Watch Part 4: $QQQ $NFLX $NVDA $NTNX $PDD 💖✅
26/11/2019 09:40,  $DIS $NFLX 😎
26/11/2019 09:46,  $DIS   A million a day lol   $NFLX is toast
26/11/2019 09:57,$NFLX $AAPL !
26/11/2019 11:55,$DIS hop on the new streaming service train before it leaves the station $NFLX bulls.
26/11/2019 12:00,$DIS $NFLX Disney on left.  Netflix on right.  Any ?s
26/11/2019 12:25,$NFLX $290?
26/11/2019 12:27,$NFLX $318/320 soon
