28/11/2017 19:47,"JPMorgan lists top AI picks, includes Facebook and Palo Alto $FB $PANW $WDAY $TWLO $ORCL "
01/12/2017 00:19, via  Swing Trading Momentum Ahead of Earnings in Oracle - $ORCL
01/12/2017 04:32,I am bullish on $ORCL with a target price of $51.51 in 3 mos. on Vetr! 
01/12/2017 13:59,$NTNX Have to imagine they are a M&amp;A target for a big software player who is looking to expand cloud offerings. $MSFT or $ORCL possibly?
01/12/2017 14:32,A new daily high at $49.39 was just reached for $ORCL.    ORCL
01/12/2017 14:38,A new daily high at $49.665 was just reached for $ORCL.    ORCL
01/12/2017 15:17,A new daily high at $49.94 was just reached for $ORCL.    ORCL
01/12/2017 16:31,A new daily low at $49.04 was just reached for $ORCL.    ORCL
07/12/2017 22:18,$AAPL $AMZN $FB $GOOG $GOOGL $NFLX $FDX $UPS $$XOM $MA $ORCL
09/12/2017 01:17,$BAC $VRX $TEVA $EA $KO $S $MON $VNTV $TGT $ORCL $SQ $X $TROX $FSLR $OPK $MU $NKE $GPS $UAL-Unusual options activity
09/12/2017 01:25,$KEY $UEC $MU $VRX $T $USDP $ORCL $FIG $CLDR $CS $RH $AKS $CTRP - Changes in volatility
09/12/2017 21:20,$ADBE $ORCL $JBL Anyone trading OPTIONS HEADING into ER EOW? Bull vs. Bear Thesis? Strategy? Ideas?
11/12/2017 00:19,$BTC.X Looks like strong support @ 15K$. Let’s see what the morning brings. ER On Deck: $CASY $ORCL $ADBE $JBL. Any ideas long vs short?
11/12/2017 01:06,$ORCL  earnings- estimated move 5%  keep and eye on Dec 50/51 calls volume total 5000+ contracts(no position)
11/12/2017 03:28,"Costco, Oracle and More Earnings Coming This Week  $PIR $ADBE $ORCL $COST $JBL"
11/12/2017 22:09,$ORCL slapped the ask at open...holding calls...what a nice close...looking for a move to 53+ this week
12/12/2017 00:01,Long-Dormant Oracle Corporation Could Get a Q2 Wake-up Call! $ORCL  $T $MSFT $AMZN 
12/12/2017 00:04,$AAPL $BAC $TSLA $BABA $VRX $MSFT $T $MU $GE $TWTR $SNAP $FB $ORCL $TEVA $AMD $NVDA $DIS $NFLX-Most active options
12/12/2017 00:18,$AAPL $ORCL $SBUX $T $MSFT $BAC $GME $AKS $SNAP $TWTR $UAL $TEVA $GGP $BX $M $FB - Highest volume strikes
12/12/2017 13:07,Oracle given $53.00 PT by Royal Bank of Canada. buy rating.  $ORCL
12/12/2017 16:58,$ORCL Oracle earnings: Cloud concerns weigh on stock  
13/12/2017 22:41,Notable earnings after Thursday’s close $ADBE $COST $JBL $ORCL  
14/12/2017 21:05,"Oracle beats by $0.02, beats on revenue $ORCL  "
14/12/2017 21:10,$ORCL down
14/12/2017 21:25,"Oracle -3.8% aftermarket despite Q2, Cloud revenue beats $ORCL  "
15/12/2017 01:49,$AAPL $TEVA $BABA $BAC $TWTR $VRX $TSLA $T $JD $DIS $TWX $FB $NFLX $FCX $MU $ORCL $C $NVDA $MAC-Most active options
15/12/2017 14:11,Oracle ($ORCL) Tops Q2 EPS by 2c  
15/12/2017 22:12,$ORCL 47 is the bull kiss 😘 target 52 in 4-6 weeks and 58 3-6 months
15/12/2017 23:16,"Jim Cramer Reacts to Costco, Adobe and Oracle&39;s Results $COST $ADBE $ORCL   "
15/12/2017 23:56,$AAPL $BAC $BABA $TEVA $FB $TSLA $MU $MSFT $ORCL $NVDA $INTC $T $NFLX $GE $AMZN $AMD $FCX $VRX-Most active options
16/12/2017 00:08,$RDWR $SIRI $AMD $TECK $TCF $ORCL $PBR $JD $DB $CTL $PFE $BB $JASO $ORCL $CHK $CMCSA $WYNN-Changes in volatility
18/12/2017 15:03,"Monday’s Vital Data: Teva Pharmaceuticals, Oracle &amp; Nvida $TEVA $ORCL $NVDA "
18/12/2017 15:18,Oracle ($ORCL) to Acquire Aconex for $1.2B  
18/12/2017 19:19,"Insider GARCIA-MOLINA HECTOR reports  selling 3,750 shares of $ORCL at $48.40 for a total cost of $181,500.00 "
18/12/2017 22:19,$ORCL new registration statement? 
19/12/2017 15:51,$INPX airwatch vmware $VMW amazon $AMZN orcale $ORCL avnet $AVT  etc... all contracted and partnered with $INPX
20/12/2017 22:17,Merrill Lynch Out With Top Software Stock Picks for 2018   $ADBE $CRM $ORCL $SAP
20/12/2017 22:18,4 Stocks That Look Like Dirt Cheap Picks to Add for 2018   $APD $IR $ORCL $SRCL
22/12/2017 22:01,"Insider Daley Dorian reports  selling 100,000 shares of $ORCL at $47.59 for a total cost of $4,759,340.00 "
29/12/2017 03:06,$T $GE $AMCN $BAC $MSFT $VOC $FCX $BAC $ORCL $AAL $ANDX $PBR $CHK - Changes in open interest (OI)
02/01/2018 14:30,$ORCL Where are my Bull&39;s!
02/01/2018 14:38,A new daily high at $47.68 was just reached for $ORCL.    ORCL
02/01/2018 15:11,A new daily low at $47.155 was just reached for $ORCL.    ORCL
02/01/2018 15:15,A new daily low at $46.88 was just reached for $ORCL.    ORCL
02/01/2018 15:28,$ORCL added shares to my position at 47.06
02/01/2018 15:46,$ORCL adding again at 46.90
02/01/2018 16:24,A new daily low at $46.61 was just reached for $ORCL.    ORCL
02/01/2018 16:30,$ORCL Amazon sales force news is classic case of fraud. Unnamed sources lol like it&39;s easy to build a complex database
02/01/2018 16:36,$ORCL I guess they want to shake down the weak
02/01/2018 16:42,$ORCL loaded up on ORCL calls at these levels.... big over reaction
02/01/2018 17:02,$ORCL shakedown
02/01/2018 17:51,$ORCL waiting for the bottom before I buy more
02/01/2018 17:52,$ORCL look at the news. on one day this unnamed source knows about both salesforce and amazon plans. fraud WS news. added.
02/01/2018 17:56,$ORCL added more here. Calls for April 20th. Seems like a bit of an over reaction
02/01/2018 18:39,"$ORCL sell off on pot databse competition lks overdone, $45 lks like pot support &amp; RSI oversold-I am still bullish LT-will lk to add more"
02/01/2018 19:46,$ORCL exactly drexel hamilton and I agree its f*cking fake news. charts are showing people collecting
02/01/2018 19:59,$ORCL rule of thumb whenever CNBC and wall st journal quote unnamed sources it&39;s fake news
02/01/2018 21:41,"$ORCL Bears are putting out fake rumors,  The dust always settles..."
03/01/2018 00:11,$MSFT $ITUB $VRX $AKS $NFLX $NUE $INTC $WM $MSFT $OFG $FDX $JWN $GPRO $BABA $CIEN $APA $FDX $ORCL $LOW $TSLA $X-Unusual options activity
03/01/2018 00:20,$ORCL possible acquisition?
03/01/2018 12:42,Upgrades $ETFC $IBM $MBT $WM $ARNA $MYE $AET $ANTM $GIS $LAZ $OSBC $SF $ATRA $ADS $ETFC $APO $ORCL $ULTA $DKS $EXPE $MBT $CMD $HRC $CHTR
03/01/2018 13:10,$ORCL buying yesterday on weakness was easy $$$$$
03/01/2018 13:47,Stocks Making The Biggest Moves PM: $BABA $IBM $AXP $ALXN $AAL $LUV $VRX $NVS $CHTR $GIS $ORCL $GIS &amp; More:  ☺️😘
03/01/2018 14:25,$ORCL Cramer pump
03/01/2018 14:48,A new daily high at $47.9 was just reached for $ORCL.    ORCL
03/01/2018 17:19,"$ORCL Oracle may not be the &39;next Microsoft&39; but it&39;s still got some upside, Morgan Stanley says  $MS $MSFT"
03/01/2018 17:21,$AAPL $NKE $MSFT $ORCL when are we going to see PR announce repatriation &amp; special dividends? I think very very soon.
03/01/2018 17:24,$ORCL should I buy at this level?
03/01/2018 17:28,"$ORCL bought 1000 shares at 48 , hope it’s a good decision"
03/01/2018 17:39,"Jim Cramer on Oracle, IBM, Ulta, General Mills and American Airlines   $ORCL $IBM $ULTA $GIS $AAL "
03/01/2018 18:57,"Upgrades, Downgrades, Initiations &amp; More: $VIPS $WFC $UTX $DIS $WM $ULTA $ORCL $EXPE $CHTR $IBM $VLO $PSX $ANDV $ISRG $MYL $STZ $SHAK $WATT"
03/01/2018 19:16,$BB $AMD $ORCL ready for huge run. $SNAP might go down now.
03/01/2018 23:58,$ORCL Nice run today back to prior levels and then some after that BS article yesterday! Bravo!
04/01/2018 04:29,Thursday’s Watch Pt 2: $QQQ $SPY $NVDA $MU $TRX.X $LTC.X $NFLX $OSTK $SQ $ROKU $MJX $SLB $ORCL $MYSZ $TOPS $TEUM 😘
04/01/2018 06:08,$ORCL
04/01/2018 13:09,"$ORCL I could never be a Bear, they will lie and cheat to get ahead. At the end, Bulls will prevail!"
04/01/2018 17:13,$BB $ORCL $AMD very bullish for next few months $SNAP short term bullish
04/01/2018 18:28,"$ORCL BLOCK TRADE [13:28:44] @ $47.88 for 500,000 shares."
04/01/2018 18:30,$BB $ORCL so much accumulation by big players in past weeks its about to give 5-10% in 3 weeks. still near bottom reversal. $AMD rocks too
04/01/2018 19:53,"$ORCL BLOCK TRADE [14:53:23] @ $48.04 for 500,000 shares."
04/01/2018 20:38,A new daily high at $48.17 was just reached for $ORCL.    ORCL
05/01/2018 10:04,Cloud Computing: Now A $180 Billion Market. Expanded by 24% last year.  $AMZN $MSFT $GOOG $BABA $ORCL $IBM $CRM 
05/01/2018 12:40,$ORCL 💪💪🏼💪🏾💪🏽
05/01/2018 13:00,A new daily high at $48.5 was just reached for $ORCL.    ORCL
05/01/2018 13:34,$ORCL 51 in 2-3 wks
05/01/2018 14:16,$ORCL with the right volume this will fly to fifty-5 today
05/01/2018 14:20,$ORCL strong rebound last several days!
05/01/2018 15:12,$ORCL Jan 19 50c 🔥🔥
05/01/2018 15:14,$ORCL Here we go!! 🔊🔊🔊📣📣📣
05/01/2018 15:29,$ORCL 60% Gain .. 👏🏿
05/01/2018 16:20,$BB $ORCL rocks...loving it past 3 days
05/01/2018 21:15,"$ORCL i was expecting more progress today, next week should definitely 💥"
05/01/2018 23:59,$STZ $JD $DB $FDX $SQ $MAT $X $TXT $AMZN $IGT $VALE $ORCL $URBN $HES $CALM $MS $GM $TSCO $BA $VRX $TDS $SNAP $GG $X-Unusual options activity
06/01/2018 18:47,$ORCL 💪🚀💪🏽🚀💪🏾🚀💪🏼🚀💪🏿🚀💯💰
