12/12/2017 19:14,Tesla largely responsible for slide in U.S. home solar sales
12/12/2017 19:14,PepsiCo makes biggest public pre-order of Tesla Semis: 100 trucks
15/12/2017 21:39,Tesla's Model 3 deliveries point to slower ramp up: KeyBanc
15/12/2017 21:39,BRIEF-UPS Pre-Orders 125 Tesla Electric Trucks
19/12/2017 14:05,PepsiCo makes biggest public pre-order of Tesla Semis: 100 trucks
19/12/2017 14:05,Tesla to make pickup truck after Model Y crossover
27/12/2017 14:31,BRIEF-UPS Pre-Orders 125 Tesla Electric Trucks
27/12/2017 14:31,Tesla largely responsible for slide in U.S. home solar sales
27/12/2017 21:49,Tesla to make pickup truck after Model Y crossover
27/12/2017 21:49,Tesla's Model 3 deliveries point to slower ramp up: KeyBanc
03/01/2018 21:26,"Tesla delivers 1,550 Model 3s in fourth quarter"
04/01/2018 00:15,"Tesla pushes back Model 3 production target again, despite progress"
04/01/2018 20:29,"Tesla Model 3 delay raises cashflow risks, but analysts upbeat"
18/01/2018 12:26,"Lexus, Infiniti luxury car brands test ways to fight Tesla, German rivals"
23/01/2018 08:24,BRIEF-Tesla To Announce CEO Elon Musk's New Compensation Plan - NYT
23/01/2018 08:48,BRIEF-Tesla Announces New Long-Term Performance Award For Elon Musk
23/01/2018 22:42,Tesla sets massive stock awards for Musk based on boosting market value
23/01/2018 23:16,Fine print in Trump solar tariff holds some good news for Tesla
23/01/2018 23:44,"U.S. investigators to probe crash between Tesla vehicle, fire truck"
24/01/2018 18:34,U.S. auto regulator probes Tesla ?Autopilot? crash -source
24/01/2018 19:24,Fine print in Trump solar tariff holds some good news for Tesla
24/01/2018 22:47,U.S. auto regulator probing Tesla 'Autopilot' crash
25/01/2018 19:42,BRIEF-Tesla Employees Say To Expect More Model 3 Delays- CNBC
25/01/2018 21:54,BRIEF-Tesla Says On Track With Previous Projections For Achieving Increased Model 3 Production- Techcrunch
25/01/2018 22:58,Tesla denies further Model 3 production issues
29/01/2018 19:07,Chile open to increasing SQM lithium quota to satisfy Tesla -Corfo
29/01/2018 21:44,Chile open to increasing SQM lithium quota to satisfy Tesla: Corfo
31/01/2018 15:52,Breakingviews - Hadas: Tesla?s $60 billion mistake on pay
01/02/2018 10:21,Motor racing-New Tesla-based electric series gets FIA approval
01/02/2018 22:28,Tesla's Musk sells $10 million in flamethrowers in four days
02/02/2018 19:59,Exclusive: How Tesla's first truck charging stations will be built
05/02/2018 06:57,February the real test for Australia's shaky power supply
05/02/2018 10:11,Panasonic hikes outlook after third-quarter earnings surge on automotive demand
07/02/2018 16:28,Tesla Inc expected to post a loss of $3.12 a share: summary
07/02/2018 21:15,"Tesla sticks with Model 3 production target, posts worst ever quarterly loss"
07/02/2018 21:29,BRIEF-Tesla Reports Q4 Non-Gaap Net Loss Per Share Of $3.04
07/02/2018 22:19,"CORRECTED-UPDATE 3-Tesla sticks by Model 3 target, warns spending could rise in 2018"
08/02/2018 00:44,Lyft hires Tesla executive Jon McNeill as COO
08/02/2018 11:53,BRIEF-Tesla Inc Says CFO Deepak Ahuja's FY 2017 Total Compensation Was $15.5 Mln - SEC Filing
08/02/2018 12:18,"Tesla sticks by Model 3 target, warns spending could rise in 2018"
16/02/2018 21:01,"Tesla delays, tax credit concerns spur sales of Chevy Bolts"
17/02/2018 17:08,"Tesla delays, tax credit concerns spur sales of Chevy Bolts"
08/03/2018 19:12,BRIEF-ISS Recommends Voting Against Tesla's Proposal To Approve Stock Option Grant To Musk
08/03/2018 19:15,Tesla chief executive asks Trump for 'fair outcome' on China trade
08/03/2018 20:35,REFILE-Proxy firm ISS joins Glass Lewis to oppose Tesla's stock award to Musk
08/03/2018 23:01,Tesla accounting chief Eric Branderiz?steps down
08/03/2018 23:56,Tesla's $2.6 billion stock award for Musk is too high: ISS
09/03/2018 04:01,"Tesla chief Musk says China trade rules uneven, asks Trump for help"
13/03/2018 10:17,BRIEF-Tesla Says Board Recommends A Vote ?For? The CEO Performance Award
13/03/2018 15:46,Tesla's electric motor shift to spur demand for rare earth neodymium
14/03/2018 21:55,"Tesla says Model S, Model X production efficiency much improved"
14/03/2018 22:50,Democrats cite Tesla probe in raising self-driving car bill concerns
20/03/2018 11:06,Elon Musk in talks with Israeli AI vision firm Cortica -report
20/03/2018 18:41,Tesla denies Musk in talks with Israeli AI vision firm Cortica
21/03/2018 04:01,Pension fund CalSTRS opposes Tesla's compensation package for Musk
21/03/2018 16:19,BRIEF-Tesla Shareholders Approve Musk Compensation Plan - CNBC 
21/03/2018 22:10,BRIEF-Tesla Says 96.8 Mln Votes Were Cast In Favor Of CEO Elon Musk's Compensation Plan
22/03/2018 06:34,Norway's wealth fund opposed Tesla chief's stock option plan
22/03/2018 10:51,Tesla shareholders approve CEO Musk's $2.6 billion compensation plan
22/03/2018 10:52,World's top wealth fund says opposed Musk's $2.6 billion pay deal
23/03/2018 23:04,"Musk deletes Facebook pages of Tesla, SpaceX after challenged on Twitter"
26/03/2018 13:09,BRIEF-FedEx Reserves 20 Tesla Semi Electric Trucks
28/03/2018 15:39,Tesla shares fall sharply for second straight day
28/03/2018 18:08,"U.S. opens probe into fatal Tesla crash, fire in California"
28/03/2018 20:17,Extreme bearish options on Tesla making money as stock dives
28/03/2018 21:39,Tesla shareholder lawsuit against SolarCity deal set to proceed
28/03/2018 22:48,"Tesla shares dive again, stung by fatal crash, credit downgrade"
29/03/2018 06:05,"Tesla returned to German subsidies list, ending row"
29/03/2018 12:48,"Tesla returned to German subsidies list, ending row"
29/03/2018 15:25,Tesla shareholder lawsuit against SolarCity deal set to proceed
29/03/2018 20:36,Elon Musk runs Tesla ? and that means shareholders can sue
29/03/2018 22:04,Tesla shares recover as company pushes to hit Model 3 target
31/03/2018 01:46,BRIEF-Tesla Inc  - An Update On Last Week'S Accident
01/04/2018 22:54,U.S. safety agency criticizes Tesla crash data release
02/04/2018 16:25,"BRIEF-Tesla making 2,000 Model 3s per week, missing Q1 target - Jalopnik"
02/04/2018 16:43,"Tesla making 2,000 Model 3s per week: report"
02/04/2018 20:57,"BRIEF-Tesla Spokesperson Says Model 3 Production Is ""Highest Priority"", So Elon Musk Is Focusing Time There While Doug Field Focuses On Vehicle Engineering"
02/04/2018 22:13,Tesla shares fall on worries about Model 3 production rate
03/04/2018 13:10,"BRIEF-Tesla Says Q1 Production Totaled 34,494 Vehicles, A 40 Pct Increase From Q4"
03/04/2018 17:16,CORRECTED-UPDATE 2-Tesla says no need for capital raise as Model 3 output rises
03/04/2018 19:51,UPDATE 3-Investors raise bets against Tesla shares -S3 Partners
03/04/2018 20:03,Tesla says no need for capital raise as Model 3 output rises
03/04/2018 20:03,Investors raise bets against Tesla shares - S3 Partners
09/04/2018 08:14,"Tesla to recall 8,898 vehicles in China from June 28 - China quality watchdog"
09/04/2018 21:52,"Tesla to recall 8,898 vehicles in China from June 28: China quality watchdog"
10/04/2018 17:17,BP teams up with Tesla to venture into battery storage for windfarm
11/04/2018 17:51,Family of driver killed in Tesla car crash hires law firm
11/04/2018 18:39,BRIEF-Tesla Comments On Family Of Tesla Crash Driver Hiring Law Firm
11/04/2018 21:59,Exclusive: Tesla targets November 2019 for start of Model Y production - sources
12/04/2018 05:51,"Family of Tesla crash driver hires law firm, questions autopilot"
12/04/2018 15:38,Tesla withdraws as party to NTSB 'Autopilot' crash investigation
12/04/2018 21:10,Auto industry lawyers warn automated driving hype will be a legal matter
12/04/2018 22:48,"Tesla, NTSB clash over Autopilot investigation"
13/04/2018 10:23,BRIEF-Elon Musk Says Tesla Will Be Profitable & Cash Flow Positive In Q3 & Q4 - Tweet
13/04/2018 12:51,"Tesla to be profitable in Q3, Q4 - Musk tweets"
13/04/2018 20:13,"BRIEF-Elon Musk in response to CBS report tweets - ""Yes, excessive automation at Tesla was a mistake"""
14/04/2018 06:15,"Musk insists Tesla does not need more capital, predicts profit soon"
16/04/2018 17:40,BRIEF-Tesla Inc Comments On Article Published In Reveal
16/04/2018 23:00,BRIEF-Tesla Is Temporarily Shutting Down Model 3 Production - Buzzfeed News
16/04/2018 23:16,Tesla temporarily shuts down Model 3 production in Fremont
16/04/2018 23:18,RPT-Tesla temporarily shuts down Model 3 production in Fremont
17/04/2018 11:38,Tesla says Model 3 production shut down temporarily
17/04/2018 18:25,Tesla production pause adds to Model 3 concerns
17/04/2018 23:58,"Tesla aiming to build 6,000 Model 3 cars per week by end-June: report"
19/04/2018 01:49,California agency probing Tesla on occupational safety
26/04/2018 06:17,BRIEF-Tesla's Autopilot Chief Jim Keller Has Stepped Down From Role
