30-Nov-2020,"Amazon, Apple stay away from new French initiative to set principles for Big Tech"
29-Nov-2020,Amazon workers at German warehouse to strike again
29-Nov-2020,Amazon workers at German warehouse to strike again 
27-Nov-2020,"Analysis: Battle of the billionaires - Bezos, Ambani gun for India retail supremacy"
27-Nov-2020,Amazon expands IP accelerator program to Europe
26-Nov-2020,Amazon to give $500 million in holiday bonuses to front-line U.S. workers
26-Nov-2020,Amazon workers in Germany to go on strike on 'Black Friday'
26-Nov-2020,Amazon's cloud service sees widespread outage
26-Nov-2020,Amazon's cloud service back up after widespread outage
25-Nov-2020,Amazon's cloud service experiencing outage - Verge
25-Nov-2020,India's NSE warned Future Retail of action over disclosures on Amazon dispute: emails
24-Nov-2020,"Amazon, pharma firms should help COVID-19 vaccine reach poorest: German minister"
21-Nov-2020,"In pandemic Christmas, U.S. rivals aim to challenge Amazon under the tree"
20-Nov-2020,Amazon bows to French pressure to push back 'Black Friday' sales
20-Nov-2020,CCI clears Reliance-Future's $3.4 billion deal despite Amazon's objections
20-Nov-2020,Amazon pilot lifts stock exchanges into the cloud
20-Nov-2020,India's antitrust body clears Reliance-Future retail deal despite Amazon's objections
20-Nov-2020,"In pandemic Christmas, U.S. rivals aim to challenge Amazon under the tree "
20-Nov-2020,Amazon lays off staff at Prime Air drone project
18-Nov-2020,Amazon France CEO says French lockdown boosted sales
17-Nov-2020,"Brazil to track illegal Amazon wood exports using isotopes, president says"
17-Nov-2020,Amazon launches online pharmacy in new contest with drug retail
17-Nov-2020,"Fact Check: Un video muestra a agentes de polic?a recogiendo paquetes desechados de Amazon, no miles de votos a Trump"
17-Nov-2020,BRIEF-Amazon Says Introducing Amazon Pharmacy For Delivering Prescription Medications Through Amazon Online Store
17-Nov-2020,Amazon launches online pharmacy in new contest with drug retail
17-Nov-2020,"NXP, Amazon partner to connect cars to cloud computing services"
13-Nov-2020,Fired Amazon worker files discrimination lawsuit over pandemic conditions
12-Nov-2020,Fired Amazon worker files discrimination lawsuit over pandemic conditions
12-Nov-2020,"Amazon shifts some voice assistant, face recognition computing to its own chips"
11-Nov-2020,"India to regulate streaming services, online content"
11-Nov-2020,Exclusive: Amazon accuses Future of insider trading as it seeks to block Reliance deal
11-Nov-2020,"Future says it communicated with Reliance on arbitration order for ""legitimate purpose"""
11-Nov-2020,EXCLUSIVE-Amazon accuses India's Future of insider trading as it seeks to block Reliance deal 
11-Nov-2020,CORRECTED-UPDATE 3-Alibaba touts billions in sales as post-virus Singles' Day gets into full swing
10-Nov-2020,Europe charges Amazon with using dominance and data to squeeze rivals
10-Nov-2020,"Fact check: Video shows police collecting discarded Amazon packages, not thousands of Trump ballots"
10-Nov-2020,"EU charges Amazon with anti-competitive action, opens second probe"
10-Nov-2020,"Amazon takes down underwear, doormat listings with Hindu symbols after India backlash"
10-Nov-2020,"EU charges Amazon with anti-competitive action, opens second probe"
10-Nov-2020,EU to announce formal antitrust charges against Amazon - source
10-Nov-2020,Amazon's Prime Video makes live sports foray in India with cricket rights
10-Nov-2020,Amazon's Prime Video makes live sports foray in India with cricket rights
09-Nov-2020,"Amazon expands in Brazil, riding e-commerce boom set off by COVID-19 distancing"
07-Nov-2020,Future Retail challenges Amazon in court over Reliance deal
06-Nov-2020,Husband of former Amazon.com finance manager pleads guilty to insider trading
05-Nov-2020,Amazon launches regional hub in Europe for air cargo
04-Nov-2020,Juventus kicks off official TV channel on Amazon's video platform
03-Nov-2020,Canada will not for now oblige tech giants like Amazon and Netflix to collect local taxes
01-Nov-2020,Future Retail says Amazon dispute order not binding on company
31-Oct-2020,Amazon drops French Black Friday ad campaign as lockdown starts
31-Oct-2020,Exclusive: Amazon tells India regulator its partner Future Retail is misleading public
30-Oct-2020,"Tech slide, pandemic surge slam Wall Street, biggest weekly loss since March"
30-Oct-2020,US STOCKS-Tech slide hits Wall Street as coronavirus cases spiral
30-Oct-2020,Honeywell profit beats as cost cuts soften aerospace sales hit
30-Oct-2020,Online giants will have to open ad archives to EU antitrust regulators
30-Oct-2020,Amazon sees pandemic boosting holiday sales and investment in delivery
30-Oct-2020,Indian bourse to consult regulator on Future-Reliance deal after Amazon objection: source
29-Oct-2020,Amazon third-quarter net sales beat estimates as more people shop online
28-Oct-2020,Amazon eyes first foray into broadcasting soccer matches in Italy: sources
28-Oct-2020,"Economic cost of new EU tech rules could top $100.5 billion, study says"
28-Oct-2020,Lost in translation: Amazon website launch trips over faulty Swedish
28-Oct-2020,"Amazon's prep for holiday sales rush, pandemic in focus"
28-Oct-2020,Amazon launches shopping website in Sweden
28-Oct-2020,Tata Group to buy majority stake in BigBasket for about $1 billion - Economic Times
26-Oct-2020,"Exclusive: In fight with Amazon, India's Future Retail sees liquidation if Reliance deal fails"
26-Oct-2020,India's Future Retail says examining order against Reliance deal
23-Oct-2020,Amazon refuses to appear before Indian parliamentary panel on data privacy - MP
22-Oct-2020,Amazon announces $100 million logistics investment in Mexico
21-Oct-2020,Amazon extends work from home option till June
20-Oct-2020,"Microsoft, Elon Musk's SpaceX tie up to woo space customers"
20-Oct-2020,Big Tech's market dominance spurs numerous U.S. antitrust probes
20-Oct-2020,"Walmart cranks up advertising drive, with or without TikTok"
20-Oct-2020,Factbox: Big Tech's market dominance spurs numerous U.S. antitrust probes
17-Oct-2020,"Amid tensions with China, India warns Amazon, Flipkart over country of origin rule"
16-Oct-2020,"U.S. senators ask Amazon if it tracks employees, curbs bids to form unions"
15-Oct-2020,"Amazon, T-Mobile can't blame 'big bad Facebook' for targeted job ads -judge"
15-Oct-2020,"U.S. senators question Amazon on concerns it tracks employees, limits unionization"
15-Oct-2020,Tata Group looking for stake in IPO-bound online grocer BigBasket - report
14-Oct-2020,Exclusive: EU antitrust regulators may narrow Amazon investigation - sources
13-Oct-2020,"US STOCKS-Wall St closes lower on vaccine delay, dampened stimulus hopes"
13-Oct-2020,Amazon pitches early holiday shopping with fall 'Prime Day' event
13-Oct-2020,"US STOCKS SNAPSHOT-S&P 500, Dow slip on J&J vaccine worries; Apple, Amazon prop up Nasdaq"
13-Oct-2020,Amazon bets on Prime Day in Latin America to battle local rivals
12-Oct-2020,"GLOBAL MARKETS-Asian stocks set to rise as tech, stimulus hopes fuel global rally"
12-Oct-2020,EU planning tougher regulation for 'hit list' of big tech firms - FT
09-Oct-2020,Factbox: Big Tech's market dominance spurs numerous U.S. antitrust probes
09-Oct-2020,Amazon India's payments unit gets $95.5 million from parent ahead of festive season
08-Oct-2020,Amazon moves against Future Group over Reliance deal
07-Oct-2020,Amazon sends legal notice to India's Future Group over Reliance deal- ET Now 
06-Oct-2020,House antitrust probe on Big Tech likely to be broken into three reports- sources
03-Oct-2020,"Amazon reports over 19,000, or 1.44%, of U.S. frontline employees had COVID-19"
01-Oct-2020,Amazon not liable as 'supplier' of third party's product -Ohio top court
01-Oct-2020,"Amazon discloses virus count: 19,000, or 1.44%, of U.S. frontline workforce"
01-Oct-2020,Amazon and Big Tech cozy up to Biden camp with cash and connections
01-Oct-2020,FOCUS-Amazon and Big Tech cozy up to Biden camp with cash and connections
30-Sep-2020,"Britain's Morrisons creates 1,000 jobs to process Amazon orders"
